mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
21,21,1,481,,pos,0.006212407628050176,
21,21,1,481,139.0,pos+cell,0.008826685246065346,1245.0000000000005
21,21,1,481,150.0,pos+cell,0.008433931946023187,1200.0
21,21,1,481,164.0,pos+cell,0.007645765098788127,1185.0
21,21,1,481,185.0,pos+cell,0.008307053696380916,1094.9999999999998
21,21,1,481,188.0,pos+cell,0.007485752700546943,1065.0000000000005
21,21,1,481,203.0,pos+cell,0.0063124974384825006,990.0000000000006
21,21,1,481,207.0,pos+cell,0.007768295351174926,1004.9999999999997
21,21,1,481,219.0,pos+cell,0.007001311540148325,945.0000000000001
21,21,1,481,221.0,pos+cell,0.009940600694990875,930.0
21,21,1,481,222.0,pos+cell,0.006886615256483375,945.0000000000001
21,21,1,481,245.0,pos+cell,0.008653509328491692,855.0000000000001
21,21,1,481,247.0,pos+cell,0.008174982175222067,855.0000000000001
21,21,1,481,251.0,pos+cell,0.007393878667557974,810.0000000000001
21,21,1,481,252.0,pos+cell,0.005935937203397146,810.0000000000001
21,21,1,481,253.0,pos+cell,0.010599727884711908,824.9999999999998
21,21,1,481,254.0,pos+cell,0.0076862301781288386,810.0000000000001
21,21,1,481,255.0,pos+cell,0.00619120681941393,810.0000000000001
21,21,1,481,259.0,pos+cell,0.008880530487158023,810.0000000000001
21,21,1,481,263.0,pos+cell,0.017708890581839498,795.0000000000003
21,21,1,481,264.0,pos+cell,0.006245103256538076,795.0000000000003
21,21,1,481,265.0,pos+cell,0.006265280311465504,780.0000000000001
21,21,1,481,266.0,pos+cell,0.00636525954800593,795.0000000000003
21,21,1,481,272.0,pos+cell,0.005735941102262143,765.0000000000001
21,21,1,481,274.0,pos+cell,0.007052959168531381,749.9999999999999
21,21,1,481,275.0,pos+cell,0.0070836014151467895,749.9999999999999
21,21,1,481,276.0,pos+cell,0.009947944512671992,765.0000000000001
21,21,1,481,280.0,pos+cell,0.009178809835239676,734.9999999999998
21,21,1,481,281.0,pos+cell,0.005392235554811287,734.9999999999998
21,21,1,481,282.0,pos+cell,0.008193973211412742,720.0000000000001
21,21,1,481,283.0,pos+cell,0.010892418670544746,734.9999999999998
21,21,1,481,284.0,pos+cell,0.012623307746948776,720.0000000000001
21,21,1,481,288.0,pos+cell,0.007456882160787381,705.0000000000003
21,21,1,481,293.0,pos+cell,0.008281233941764544,659.9999999999999
21,21,1,481,294.0,pos+cell,0.00891352489402153,659.9999999999999
21,21,1,481,296.0,pos+cell,0.009769945677505009,690.0000000000002
21,21,1,481,308.0,pos+cell,0.01165789575137548,644.9999999999998
21,21,1,481,359.0,pos+cell,0.0073945627112786405,420.0000000000001
21,21,1,481,381.0,pos+cell,0.0076422482282006545,375.00000000000017
21,21,1,481,449.0,pos+cell,0.01004825036643624,119.99999999999996
21,21,1,481,502.0,pos+cell,0.01593562550803983,44.99999999999955
21,21,1,481,507.0,pos+cell,0.009914938357930869,60.00000000000016
