mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
26,19,0,302,,pos,0.011408817527044457,
26,19,0,302,24.0,pos+cell,0.010810474269221626,556.8597312120185
26,19,0,302,113.0,pos+cell,0.011433632263307514,338.0477497650137
26,19,0,302,114.0,pos+cell,0.011714689819507596,338.0477497650137
26,19,0,302,115.0,pos+cell,0.01442866422797907,341.27477877495323
26,19,0,302,123.0,pos+cell,0.011364908209412116,335.4610075917695
26,19,0,302,124.0,pos+cell,0.010921782688055248,335.4610075917695
26,19,0,302,126.0,pos+cell,0.011492889553795616,335.4610075917695
26,19,0,302,129.0,pos+cell,0.011546293053043399,332.2645039739832
26,19,0,302,132.0,pos+cell,0.011110362982245747,331.76092836207977
26,19,0,302,133.0,pos+cell,0.011717134480606939,332.5253675751145
26,19,0,302,134.0,pos+cell,0.01182248105399707,331.76092836207977
26,19,0,302,145.0,pos+cell,0.011124517809184298,342.20512277601694
26,19,0,302,148.0,pos+cell,0.010881375827002816,350.8132823037644
26,19,0,302,149.0,pos+cell,0.011619929010957574,346.21113868193896
26,19,0,302,155.0,pos+cell,0.011075300772881214,346.21113868193896
26,19,0,302,156.0,pos+cell,0.010930501165447259,346.21113868193896
26,19,0,302,157.0,pos+cell,0.01098061335153464,355.9884345509512
26,19,0,302,163.0,pos+cell,0.010820558997475572,374.701461184667
26,19,0,302,166.0,pos+cell,0.0105997607479834,374.701461184667
26,19,0,302,179.0,pos+cell,0.010836481329644243,397.6488457091412
26,19,0,302,183.0,pos+cell,0.011457059230877652,397.6488457091412
26,19,0,302,185.0,pos+cell,0.010476543664640547,414.9580912338069
26,19,0,302,192.0,pos+cell,0.012722358137805655,443.46774060836947
26,19,0,302,195.0,pos+cell,0.011362080805199482,433.65404467962264
26,19,0,302,198.0,pos+cell,0.01146701755956998,453.56525820832815
26,19,0,302,201.0,pos+cell,0.011138297598701986,453.56525820832815
26,19,0,302,203.0,pos+cell,0.010787148593386798,463.928065487403
26,19,0,302,215.0,pos+cell,0.011360478566131838,507.70116793254266
26,19,0,302,217.0,pos+cell,0.011750582099426244,496.43999579684555
26,19,0,302,221.0,pos+cell,0.012797549938479369,530.7787570227916
26,19,0,302,224.0,pos+cell,0.011098501979094566,530.7787570227916
26,19,0,302,227.0,pos+cell,0.011254973702596904,542.5715578612243
26,19,0,302,255.0,pos+cell,0.0124046677900303,150.0000000000002
26,19,0,302,298.0,pos+cell,0.01269513361264325,15.000000000000094
26,19,0,302,340.0,pos+cell,0.011262762092105204,164.99999999999986
26,19,0,302,363.0,pos+cell,0.010903040079448811,240.00000000000017
26,19,0,302,430.0,pos+cell,0.010936701061248388,224.7396009040386
