mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,24,1,149,,pos,-0.026328110723778175,
25,24,1,149,112.0,pos+cell,-0.0177852406829494,209.99999999999997
25,24,1,149,124.0,pos+cell,-0.0017747070109338514,149.99999999999946
25,24,1,149,128.0,pos+cell,0.006250848268618436,119.99999999999966
25,24,1,149,130.0,pos+cell,-0.008034298180897171,119.99999999999966
25,24,1,149,135.0,pos+cell,-0.005854038168075904,89.99999999999986
25,24,1,149,144.0,pos+cell,-0.011840851058657231,14.999999999999678
25,24,1,149,146.0,pos+cell,-0.0035758634812362413,14.999999999999678
25,24,1,149,147.0,pos+cell,-0.02083853786731076,0.0
25,24,1,149,152.0,pos+cell,-0.013814328514003693,0.0
25,24,1,149,153.0,pos+cell,0.0009904839163133894,15.00000000000057
25,24,1,149,160.0,pos+cell,-0.015221650261292286,15.00000000000057
25,24,1,149,162.0,pos+cell,-0.013191361890166365,44.999999999999666
25,24,1,149,167.0,pos+cell,0.012102657174881149,30.00000000000025
25,24,1,149,172.0,pos+cell,0.003918732414796666,60.0000000000005
25,24,1,149,181.0,pos+cell,-0.007053179532953114,90.0000000000003
25,24,1,149,182.0,pos+cell,0.009961708034272576,105.00000000000017
25,24,1,149,204.0,pos+cell,-0.005057484971248649,225.00000000000028
25,24,1,149,216.0,pos+cell,0.0030388814636026495,285.00000000000074
25,24,1,149,224.0,pos+cell,-0.0044781577366471035,330.0000000000003
25,24,1,149,240.0,pos+cell,-0.005422690067810931,495.00000000000074
