mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
26,19,0,115,,pos,0.0001674454782552459,
26,19,0,115,24.0,pos+cell,0.010186612815812002,294.34792528534126
26,19,0,115,113.0,pos+cell,0.03729169244912349,14.999999999999812
26,19,0,115,114.0,pos+cell,0.017772865108477188,14.999999999999812
26,19,0,115,123.0,pos+cell,0.012566759100599711,29.99999999999977
26,19,0,115,124.0,pos+cell,0.005987608253138288,29.99999999999977
26,19,0,115,126.0,pos+cell,0.05058989208733093,29.99999999999977
26,19,0,115,129.0,pos+cell,0.023872983392433145,60.00000000000043
26,19,0,115,132.0,pos+cell,0.0048446477700452625,90.00000000000021
26,19,0,115,133.0,pos+cell,0.020943783083545144,105.00000000000001
26,19,0,115,134.0,pos+cell,0.019057607084407135,90.00000000000021
26,19,0,115,145.0,pos+cell,0.0026614857106491696,165.0
26,19,0,115,148.0,pos+cell,0.007781475302085316,194.9999999999998
26,19,0,115,149.0,pos+cell,0.016052201330569792,179.99999999999997
26,19,0,115,155.0,pos+cell,0.017560140763149924,179.99999999999997
26,19,0,115,156.0,pos+cell,0.004224629485861631,179.99999999999997
26,19,0,115,157.0,pos+cell,0.0037099250212869863,210.00000000000063
26,19,0,115,163.0,pos+cell,0.0016878944324899114,254.99999999999974
26,19,0,115,166.0,pos+cell,0.0047742239052487425,254.99999999999974
26,19,0,115,179.0,pos+cell,0.006129245052443566,299.9999999999998
26,19,0,115,183.0,pos+cell,0.007990683346252237,299.9999999999998
26,19,0,115,185.0,pos+cell,0.004530219699662563,330.0
26,19,0,115,192.0,pos+cell,0.013722687772188758,374.9999999999998
26,19,0,115,195.0,pos+cell,0.014446493582629083,359.9999999999998
26,19,0,115,198.0,pos+cell,0.005077700480862179,389.9999999999987
26,19,0,115,201.0,pos+cell,0.006302482807625231,389.9999999999987
26,19,0,115,203.0,pos+cell,0.009108530192478226,404.99999999999994
26,19,0,115,215.0,pos+cell,0.00591876231283156,464.99999999999994
26,19,0,115,217.0,pos+cell,0.006060025469282082,450.0
26,19,0,115,221.0,pos+cell,0.007385757531308201,494.9999999999997
26,19,0,115,224.0,pos+cell,0.002230548221186546,494.9999999999997
26,19,0,115,227.0,pos+cell,0.0026689696015461117,509.99999999999994
26,19,0,115,255.0,pos+cell,0.02643265468163637,338.77755606830164
26,19,0,115,298.0,pos+cell,0.0040382217901850925,345.1279456102063
26,19,0,115,302.0,pos+cell,0.007120321628182413,341.27477877495323
26,19,0,115,340.0,pos+cell,0.002102774196054413,412.68818855572243
26,19,0,115,363.0,pos+cell,0.0003204273768894206,461.2869627894818
26,19,0,115,430.0,pos+cell,0.002801830603921174,522.8736213410277
