mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,25,0,95,,pos,0.022028930587341223,
25,25,0,95,3.0,pos+cell,0.028033228589379865,272.78381974989935
25,25,0,95,14.0,pos+cell,0.032624422059949386,272.8134747168555
25,25,0,95,15.0,pos+cell,0.02373158069711382,272.8134747168555
25,25,0,95,69.0,pos+cell,0.03223185320334606,105.00000000000009
25,25,0,95,71.0,pos+cell,0.02637210439969908,90.00000000000011
25,25,0,95,76.0,pos+cell,0.023883224082858055,60.00000000000061
25,25,0,95,79.0,pos+cell,0.027395731951910952,75.00000000000014
25,25,0,95,82.0,pos+cell,0.027461569176333245,75.00000000000014
25,25,0,95,83.0,pos+cell,0.033368341313577424,75.00000000000014
25,25,0,95,85.0,pos+cell,0.02790761228203681,15.000000000000245
25,25,0,95,87.0,pos+cell,0.039562077787017105,45.00000000000019
25,25,0,95,88.0,pos+cell,0.026760022475538124,30.000000000000217
25,25,0,95,89.0,pos+cell,0.034193667719336775,30.000000000000217
25,25,0,95,91.0,pos+cell,0.028857484029092086,15.000000000000245
25,25,0,95,96.0,pos+cell,0.029789654293601288,14.999999999999973
25,25,0,95,101.0,pos+cell,0.048134914275802056,29.9999999999995
25,25,0,95,104.0,pos+cell,0.035100550903886654,44.999999999999915
25,25,0,95,105.0,pos+cell,0.03605241819553031,59.99999999999989
25,25,0,95,109.0,pos+cell,0.025109730531942088,74.99999999999986
25,25,0,95,110.0,pos+cell,0.04247470188021633,74.99999999999986
25,25,0,95,111.0,pos+cell,0.04178505504416349,74.99999999999986
25,25,0,95,120.0,pos+cell,0.030083224284777433,150.00000000000045
25,25,0,95,207.0,pos+cell,0.022676794355736107,272.32971854722734
25,25,0,95,214.0,pos+cell,0.02802916888230943,274.56911267576027
25,25,0,95,215.0,pos+cell,0.03044439157776947,277.60208872970793
25,25,0,95,219.0,pos+cell,0.026619030308846568,277.60208872970793
25,25,0,95,221.0,pos+cell,0.02514638583110409,285.94118928580605
25,25,0,95,227.0,pos+cell,0.0340655748109218,297.08888870717743
25,25,0,95,230.0,pos+cell,0.040741138621771575,310.74306405187923
25,25,0,95,231.0,pos+cell,0.0355928413782267,310.74306405187923
25,25,0,95,232.0,pos+cell,0.027011915600150573,303.62234737385205
25,25,0,95,233.0,pos+cell,0.021130138870628267,303.62234737385205
25,25,0,95,234.0,pos+cell,0.04319197340762683,310.74306405187923
25,25,0,95,235.0,pos+cell,0.026209699455805424,310.74306405187923
