mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
26,19,0,183,,pos,-0.02423086750732989,
26,19,0,183,24.0,pos+cell,-0.0007955245283360557,231.48341707221138
26,19,0,183,113.0,pos+cell,-0.011238499170659333,285.0
26,19,0,183,114.0,pos+cell,-0.009541358423416812,285.0
26,19,0,183,115.0,pos+cell,0.013637676883018968,299.9999999999998
26,19,0,183,123.0,pos+cell,0.005186327362675347,270.0
26,19,0,183,124.0,pos+cell,-0.015489558702065165,270.0
26,19,0,183,126.0,pos+cell,0.006717032896051156,270.0
26,19,0,183,129.0,pos+cell,0.1097586387205387,239.99999999999937
26,19,0,183,132.0,pos+cell,-0.018607264512967448,209.9999999999996
26,19,0,183,133.0,pos+cell,0.021819414526613012,194.9999999999998
26,19,0,183,134.0,pos+cell,-0.02763027398790573,209.9999999999996
26,19,0,183,145.0,pos+cell,-0.013693635965253803,134.99999999999977
26,19,0,183,148.0,pos+cell,0.007950835327487304,105.00000000000001
26,19,0,183,149.0,pos+cell,-0.014050017188434016,119.99999999999983
26,19,0,183,155.0,pos+cell,-0.008467957289179406,119.99999999999983
26,19,0,183,156.0,pos+cell,0.011523335487304309,119.99999999999983
26,19,0,183,157.0,pos+cell,-0.01652950375337505,89.99999999999916
26,19,0,183,163.0,pos+cell,-0.03102108680173633,45.00000000000003
26,19,0,183,166.0,pos+cell,0.07864219043784829,45.00000000000003
26,19,0,183,179.0,pos+cell,0.013487610542944617,0.0
26,19,0,183,185.0,pos+cell,0.00651423626522466,30.000000000000217
26,19,0,183,192.0,pos+cell,-0.023054653125543213,74.99999999999996
26,19,0,183,195.0,pos+cell,0.0405249859385188,59.999999999999986
26,19,0,183,198.0,pos+cell,0.017356290849207458,89.99999999999886
26,19,0,183,201.0,pos+cell,0.0014695523274013023,89.99999999999886
26,19,0,183,203.0,pos+cell,-0.007075983948051845,105.00000000000017
26,19,0,183,215.0,pos+cell,-0.008586627144042801,165.00000000000014
26,19,0,183,217.0,pos+cell,-0.0037773868218417216,150.0000000000002
26,19,0,183,221.0,pos+cell,-0.041978105574304515,194.99999999999991
26,19,0,183,224.0,pos+cell,-0.021702985592225287,194.99999999999991
26,19,0,183,227.0,pos+cell,-0.01709781363116598,210.00000000000017
26,19,0,183,255.0,pos+cell,-0.031909345963571444,496.41317345252884
26,19,0,183,298.0,pos+cell,-0.03816551477272424,389.57600165496916
26,19,0,183,302.0,pos+cell,-0.023034058406256018,397.6488457091412
26,19,0,183,340.0,pos+cell,-0.02291959888875026,336.1071656214349
26,19,0,183,363.0,pos+cell,-0.018537734309616173,332.3286169446978
26,19,0,183,430.0,pos+cell,-0.04202770347416888,616.794384872849
