mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
28,19,1,27,,pos,0.0186352287139376,
28,19,1,27,35.0,pos+cell,0.027625545998911438,29.999999999999506
28,19,1,27,55.0,pos+cell,0.02809231965299257,104.99999999999977
28,19,1,27,56.0,pos+cell,0.030661237001431918,104.99999999999977
28,19,1,27,58.0,pos+cell,0.023431469913694724,89.99999999999987
28,19,1,27,71.0,pos+cell,0.05140001450319122,179.9999999999995
28,19,1,27,99.0,pos+cell,0.024696000474815072,284.9999999999997
28,19,1,27,100.0,pos+cell,0.033046517234188555,299.999999999999
28,19,1,27,110.0,pos+cell,0.02700253570916624,314.99999999999966
28,19,1,27,115.0,pos+cell,0.029639581416766324,359.9999999999998
28,19,1,27,116.0,pos+cell,0.027903306292905883,389.99999999999983
28,19,1,27,128.0,pos+cell,0.024715540419307337,464.99999999999966
28,19,1,27,134.0,pos+cell,0.027914445826308764,509.99999999999983
28,19,1,27,135.0,pos+cell,0.025954630401680945,539.9999999999999
28,19,1,27,143.0,pos+cell,0.02463214338264439,599.9999999999994
