mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,25,0,214,,pos,0.028925229316599764,
25,25,0,214,3.0,pos+cell,0.04548494708959241,545.733517670532
25,25,0,214,14.0,pos+cell,0.031212652194254075,540.4295673433319
25,25,0,214,15.0,pos+cell,0.03391098524149633,540.4295673433319
25,25,0,214,69.0,pos+cell,0.055547834591014644,310.7114540881346
25,25,0,214,71.0,pos+cell,0.03721746536629809,303.5946178341234
25,25,0,214,76.0,pos+cell,0.03700713972810664,291.16294498170015
25,25,0,214,79.0,pos+cell,0.045019085263719394,297.06527271650583
25,25,0,214,82.0,pos+cell,0.03738194091596355,297.06527271650583
25,25,0,214,83.0,pos+cell,0.04409460053474662,297.06527271650583
25,25,0,214,85.0,pos+cell,0.033421804561804755,277.5970341326973
25,25,0,214,87.0,pos+cell,0.03989304962838536,285.92646748194005
25,25,0,214,88.0,pos+cell,0.03355217751845666,281.3930153415067
25,25,0,214,89.0,pos+cell,0.03990937172316755,281.3930153415067
25,25,0,214,91.0,pos+cell,0.04311786222700152,277.5970341326973
25,25,0,214,95.0,pos+cell,0.039954971730804464,274.56911267576027
25,25,0,214,96.0,pos+cell,0.03338655076317535,272.3348709068283
25,25,0,214,101.0,pos+cell,0.043252231848952424,270.91394609381655
25,25,0,214,104.0,pos+cell,0.043682306000214145,270.3191640716725
25,25,0,214,105.0,pos+cell,0.05228168394915489,270.55597339680435
25,25,0,214,109.0,pos+cell,0.031551354375452964,271.6221990504031
25,25,0,214,110.0,pos+cell,0.035221286960460084,271.6221990504031
25,25,0,214,111.0,pos+cell,0.03404372602201346,271.6221990504031
25,25,0,214,120.0,pos+cell,0.03863566545235455,288.8235454363084
25,25,0,214,207.0,pos+cell,0.030419979810654797,14.999999999999874
25,25,0,214,215.0,pos+cell,0.046178051503018756,14.999999999999874
25,25,0,214,219.0,pos+cell,0.032766099058356216,14.999999999999874
25,25,0,214,221.0,pos+cell,0.0332505792755855,44.99999999999979
25,25,0,214,227.0,pos+cell,0.05909141146558492,74.9999999999997
25,25,0,214,230.0,pos+cell,0.05668554718811466,105.00000000000006
25,25,0,214,231.0,pos+cell,0.03473884622890312,105.00000000000006
25,25,0,214,232.0,pos+cell,0.03759761570949799,90.00000000000018
25,25,0,214,233.0,pos+cell,0.02980515489468123,90.00000000000018
25,25,0,214,234.0,pos+cell,0.041669478961145,105.00000000000006
25,25,0,214,235.0,pos+cell,0.0350304829264657,105.00000000000006
