mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
28,19,1,99,,pos,0.0248668487529508,
28,19,1,99,27.0,pos+cell,0.023718866309396448,284.9999999999997
28,19,1,99,35.0,pos+cell,0.027347751167863078,255.0000000000002
28,19,1,99,55.0,pos+cell,0.02362906853474419,179.99999999999994
28,19,1,99,56.0,pos+cell,0.022214187373845874,179.99999999999994
28,19,1,99,58.0,pos+cell,0.024370591707381074,194.99999999999983
28,19,1,99,71.0,pos+cell,0.028087428732965103,105.00000000000023
28,19,1,99,100.0,pos+cell,0.024912375626616957,14.999999999999256
28,19,1,99,110.0,pos+cell,0.02487718462886145,29.99999999999996
28,19,1,99,115.0,pos+cell,0.02576220495599981,75.00000000000009
28,19,1,99,116.0,pos+cell,0.02465598944156532,105.00000000000013
28,19,1,99,128.0,pos+cell,0.08373119468444937,179.99999999999994
28,19,1,99,134.0,pos+cell,0.025744677493210365,225.00000000000017
28,19,1,99,135.0,pos+cell,0.02218785247428049,255.0000000000001
28,19,1,99,143.0,pos+cell,0.0441244452637547,314.99999999999966
