mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,21,0,155,,pos,-0.02960577313930738,
25,21,0,155,113.0,pos+cell,-0.03192688890261638,209.99999999999997
25,21,0,155,124.0,pos+cell,0.006459321463170764,149.99999999999946
25,21,0,155,129.0,pos+cell,0.032014344512972526,134.99999999999977
25,21,0,155,130.0,pos+cell,0.04254633847453128,134.99999999999977
25,21,0,155,135.0,pos+cell,-0.011117585046788581,89.99999999999986
25,21,0,155,143.0,pos+cell,0.019844720523961024,59.99999999999916
25,21,0,155,146.0,pos+cell,-0.02636202589531017,30.00000000000025
25,21,0,155,151.0,pos+cell,0.17915338029314704,15.00000000000057
25,21,0,155,163.0,pos+cell,0.016163191803959465,44.999999999999666
25,21,0,155,166.0,pos+cell,-0.01349143002814226,75.00000000000036
25,21,0,155,168.0,pos+cell,0.008181609949679447,75.00000000000036
25,21,0,155,171.0,pos+cell,-0.013194795746173849,90.0000000000003
25,21,0,155,203.0,pos+cell,-0.03217045412565872,285.00000000000074
25,21,0,155,207.0,pos+cell,-0.026098180880889055,300.00000000000045
25,21,0,155,224.0,pos+cell,-0.014442139465336101,465.0000000000005
25,21,0,155,228.0,pos+cell,-0.013840354628414375,480.0000000000006
25,21,0,155,237.0,pos+cell,0.03314565573190877,555.0000000000003
