mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,24,1,124,,pos,0.02330393955971105,
25,24,1,124,112.0,pos+cell,0.03713497414031961,60.0000000000005
25,24,1,124,128.0,pos+cell,0.16612080845724309,29.999999999999805
25,24,1,124,130.0,pos+cell,0.04721794451845378,29.999999999999805
25,24,1,124,135.0,pos+cell,0.05692677543900817,59.99999999999961
25,24,1,124,144.0,pos+cell,0.026310919138166,134.99999999999977
25,24,1,124,146.0,pos+cell,0.04574335584357282,134.99999999999977
25,24,1,124,147.0,pos+cell,0.040045903272687554,149.99999999999946
25,24,1,124,149.0,pos+cell,0.04412163306555962,149.99999999999946
25,24,1,124,152.0,pos+cell,0.03319180734365634,149.99999999999946
25,24,1,124,153.0,pos+cell,0.07290775349646748,165.00000000000006
25,24,1,124,160.0,pos+cell,0.06247823794059069,165.00000000000006
25,24,1,124,162.0,pos+cell,0.02226962341396993,194.99999999999912
25,24,1,124,167.0,pos+cell,0.028610871447122786,179.99999999999972
25,24,1,124,172.0,pos+cell,0.1423742211309377,209.99999999999997
25,24,1,124,181.0,pos+cell,0.03470753642556137,239.99999999999977
25,24,1,124,182.0,pos+cell,0.022225945129062084,254.99999999999963
25,24,1,124,204.0,pos+cell,0.023078422215846894,374.9999999999997
25,24,1,124,216.0,pos+cell,0.05070725218866774,435.0000000000002
25,24,1,124,224.0,pos+cell,0.042877570877392454,479.9999999999997
25,24,1,124,240.0,pos+cell,0.0367109255527651,645.0000000000002
