mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
26,19,0,124,,pos,0.008444046519446935,
26,19,0,124,24.0,pos+cell,0.035915953362327356,274.29015338824905
26,19,0,124,113.0,pos+cell,0.047663065114968726,14.99999999999996
26,19,0,124,114.0,pos+cell,0.028992502659998653,14.99999999999996
26,19,0,124,115.0,pos+cell,0.024919653193858728,29.99999999999977
26,19,0,124,123.0,pos+cell,0.01665644806975618,0.0
26,19,0,124,126.0,pos+cell,0.01600331476575887,0.0
26,19,0,124,129.0,pos+cell,0.021360114828110344,30.000000000000668
26,19,0,124,132.0,pos+cell,0.047752835847305566,60.00000000000043
26,19,0,124,133.0,pos+cell,0.018173343758132388,75.00000000000024
26,19,0,124,134.0,pos+cell,0.018588040478814506,60.00000000000043
26,19,0,124,145.0,pos+cell,0.013942724763937476,135.00000000000023
26,19,0,124,148.0,pos+cell,0.04105809280834014,165.0
26,19,0,124,149.0,pos+cell,0.010537501973251085,150.0000000000002
26,19,0,124,155.0,pos+cell,0.014076329477308646,150.0000000000002
26,19,0,124,156.0,pos+cell,0.025659731181391886,150.0000000000002
26,19,0,124,157.0,pos+cell,0.04105304624317328,180.00000000000088
26,19,0,124,163.0,pos+cell,0.0083710890414739,225.0
26,19,0,124,166.0,pos+cell,0.008175399546612639,225.0
26,19,0,124,179.0,pos+cell,0.02392120785247791,270.0
26,19,0,124,183.0,pos+cell,0.011651872471737523,270.0
26,19,0,124,185.0,pos+cell,0.02359903445592123,300.0000000000002
26,19,0,124,192.0,pos+cell,0.011153067598071387,345.0
26,19,0,124,195.0,pos+cell,0.011928857921805125,330.0
26,19,0,124,198.0,pos+cell,0.029486949372026783,359.99999999999886
26,19,0,124,201.0,pos+cell,0.01622579574989076,359.99999999999886
26,19,0,124,203.0,pos+cell,0.00926407387837912,375.00000000000017
26,19,0,124,215.0,pos+cell,0.006933815054378967,435.0000000000002
26,19,0,124,217.0,pos+cell,0.012166316110541387,420.0000000000002
26,19,0,124,221.0,pos+cell,0.0044573113011720285,464.99999999999994
26,19,0,124,224.0,pos+cell,0.006638982358944312,464.99999999999994
26,19,0,124,227.0,pos+cell,0.010284623624477473,480.0000000000002
26,19,0,124,255.0,pos+cell,0.007257372336289225,346.1730970537299
26,19,0,124,298.0,pos+cell,0.031339829631468065,338.05164555664663
26,19,0,124,302.0,pos+cell,0.008913651956512125,335.4610075917695
26,19,0,124,340.0,pos+cell,0.008978264058139684,395.57197771615563
26,19,0,124,363.0,pos+cell,0.013832254579995628,440.96635563229535
26,19,0,124,430.0,pos+cell,0.004277818410570488,525.3576618132831
