mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
21,16,0,513,,pos,0.01747593502958402,
21,16,0,513,16.0,pos+cell,0.015817729722147244,651.4519779828828
21,16,0,513,201.0,pos+cell,0.01570594452972488,538.4893364555304
21,16,0,513,294.0,pos+cell,0.01548726786272756,453.9093790912493
21,16,0,513,313.0,pos+cell,0.015380602231363472,570.1933629207924
21,16,0,513,326.0,pos+cell,0.015478127566949097,512.8377250291503
21,16,0,513,466.0,pos+cell,0.01553861597507623,255.00000000000034
21,16,0,513,475.0,pos+cell,0.016428887815256123,240.00000000000009
21,16,0,513,482.0,pos+cell,0.01667629794994192,209.9999999999999
21,16,0,513,484.0,pos+cell,0.015597529077026584,180.0
21,16,0,513,485.0,pos+cell,0.015702953148770283,180.0
21,16,0,513,495.0,pos+cell,0.018391105156745035,119.9999999999999
21,16,0,513,499.0,pos+cell,0.01680685353164054,104.99999999999966
21,16,0,513,502.0,pos+cell,0.020679898854008394,90.00000000000045
21,16,0,513,506.0,pos+cell,0.02087711252496196,75.00000000000034
21,16,0,513,510.0,pos+cell,0.01526184534085503,45.00000000000001
21,16,0,513,524.0,pos+cell,0.01399279343407186,29.999999999999883
21,16,0,513,529.0,pos+cell,0.015851663207633204,60.0000000000001
21,16,0,513,540.0,pos+cell,0.017776593324213406,104.99999999999977
