mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,21,0,113,,pos,-0.008900770205040664,
25,21,0,113,124.0,pos+cell,-0.012684749859778665,60.0000000000005
25,21,0,113,129.0,pos+cell,0.022381405143369205,75.00000000000018
25,21,0,113,130.0,pos+cell,0.002308090401300722,75.00000000000018
25,21,0,113,135.0,pos+cell,-0.0036895068138183885,120.0000000000001
25,21,0,113,143.0,pos+cell,-0.0026958872759993537,150.0000000000008
25,21,0,113,146.0,pos+cell,0.0019755629578206866,179.99999999999972
25,21,0,113,151.0,pos+cell,-0.012303680116663385,225.00000000000054
25,21,0,113,155.0,pos+cell,-0.00810514869854576,209.99999999999997
25,21,0,113,163.0,pos+cell,0.026013065585170293,254.99999999999963
25,21,0,113,166.0,pos+cell,-0.0010172396626236702,285.00000000000034
25,21,0,113,168.0,pos+cell,-0.0010802353446512148,285.00000000000034
25,21,0,113,171.0,pos+cell,-2.5226575631176472e-05,300.0000000000003
25,21,0,113,203.0,pos+cell,0.004156968872126754,495.00000000000074
25,21,0,113,207.0,pos+cell,-0.011119417667977482,510.0000000000004
25,21,0,113,224.0,pos+cell,0.006140300805302856,675.0000000000005
25,21,0,113,228.0,pos+cell,0.02071095829069034,690.0000000000006
25,21,0,113,237.0,pos+cell,-0.008078276832548737,765.0000000000003
