mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,21,0,224,,pos,0.0005369905338448499,
25,21,0,224,113.0,pos+cell,0.002136805238093842,675.0000000000005
25,21,0,224,124.0,pos+cell,0.008305825563486824,615.0
25,21,0,224,129.0,pos+cell,0.03045185749211702,600.0000000000002
25,21,0,224,130.0,pos+cell,0.007811074726870626,600.0000000000002
25,21,0,224,135.0,pos+cell,0.00713961651155679,555.0000000000003
25,21,0,224,143.0,pos+cell,0.00843343558201164,524.9999999999997
25,21,0,224,146.0,pos+cell,0.04718515824688443,495.00000000000074
25,21,0,224,151.0,pos+cell,0.008313675578792168,449.9999999999999
25,21,0,224,155.0,pos+cell,0.0036185073323127146,465.0000000000005
25,21,0,224,163.0,pos+cell,0.0016260645261705008,420.00000000000085
25,21,0,224,166.0,pos+cell,0.046334880902630146,390.0000000000001
25,21,0,224,168.0,pos+cell,0.01690511036003365,390.0000000000001
25,21,0,224,171.0,pos+cell,0.11208646157774778,375.00000000000017
25,21,0,224,203.0,pos+cell,0.03242161973930582,179.99999999999972
25,21,0,224,207.0,pos+cell,0.0028060218713569784,165.00000000000006
25,21,0,224,228.0,pos+cell,0.08466822398882529,15.000000000000124
25,21,0,224,237.0,pos+cell,0.037043970096894384,89.99999999999986
