mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
21,26,1,166,,pos,0.05032183882837279,
21,26,1,166,103.0,pos+cell,0.04886303473779171,390.0000000000003
21,26,1,166,133.0,pos+cell,0.05220557082017703,210.00000000000034
21,26,1,166,134.0,pos+cell,0.05351196505973786,210.00000000000034
21,26,1,166,142.0,pos+cell,0.05912778392067549,165.0000000000008
21,26,1,166,147.0,pos+cell,0.050277210244655965,90.0
21,26,1,166,149.0,pos+cell,0.058101803199808025,120.00000000000034
21,26,1,166,156.0,pos+cell,0.0500045873686938,60.00000000000068
21,26,1,166,160.0,pos+cell,0.05116310896693434,15.000000000000234
21,26,1,166,161.0,pos+cell,0.05576923318228254,15.000000000000234
21,26,1,166,162.0,pos+cell,0.05040441840270336,30.000000000000345
21,26,1,166,164.0,pos+cell,0.05464688172094553,14.999999999999655
21,26,1,166,168.0,pos+cell,0.05113676567363902,29.999999999999435
21,26,1,166,169.0,pos+cell,0.05222585380883954,29.999999999999435
21,26,1,166,170.0,pos+cell,0.052765788668635696,29.999999999999435
21,26,1,166,172.0,pos+cell,0.052584884034424226,44.999999999999545
21,26,1,166,173.0,pos+cell,0.04945331148807027,29.999999999999435
21,26,1,166,175.0,pos+cell,0.050748300963671576,74.99999999999989
21,26,1,166,178.0,pos+cell,0.05655655131033881,74.99999999999989
21,26,1,166,189.0,pos+cell,0.05191044535742464,134.99999999999955
