mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,24,1,147,,pos,-0.03767044140297258,
25,24,1,147,112.0,pos+cell,-0.022652324486911946,209.99999999999997
25,24,1,147,124.0,pos+cell,-0.02563295739805027,149.99999999999946
25,24,1,147,128.0,pos+cell,0.0064335016831103655,119.99999999999966
25,24,1,147,130.0,pos+cell,-0.02334547015392402,119.99999999999966
25,24,1,147,135.0,pos+cell,-0.02812014743458783,89.99999999999986
25,24,1,147,144.0,pos+cell,-0.014680207714364912,14.999999999999678
25,24,1,147,146.0,pos+cell,-0.012127875891670525,14.999999999999678
25,24,1,147,149.0,pos+cell,-0.027353279032232104,0.0
25,24,1,147,152.0,pos+cell,-0.02249422225991745,0.0
25,24,1,147,153.0,pos+cell,-0.004441822820749586,15.00000000000057
25,24,1,147,160.0,pos+cell,-0.01466387293954835,15.00000000000057
25,24,1,147,162.0,pos+cell,-0.02537449267604802,44.999999999999666
25,24,1,147,167.0,pos+cell,0.07073420047957363,30.00000000000025
25,24,1,147,172.0,pos+cell,0.004864727450300621,60.0000000000005
25,24,1,147,181.0,pos+cell,-0.01408548045011392,90.0000000000003
25,24,1,147,182.0,pos+cell,0.010780419368847282,105.00000000000017
25,24,1,147,204.0,pos+cell,-0.018108016246300353,225.00000000000028
25,24,1,147,216.0,pos+cell,-0.012130894638035673,285.00000000000074
25,24,1,147,224.0,pos+cell,-0.012272541485261513,330.0000000000003
25,24,1,147,240.0,pos+cell,0.012764092770717638,495.00000000000074
