mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
21,26,1,149,,pos,0.026151540070787606,
21,26,1,149,103.0,pos+cell,0.025971565454108125,270.0
21,26,1,149,133.0,pos+cell,0.025678937187593433,89.99999999999999
21,26,1,149,134.0,pos+cell,0.026450402908583283,89.99999999999999
21,26,1,149,142.0,pos+cell,0.026730244924402048,45.00000000000045
21,26,1,149,147.0,pos+cell,0.02653199952893325,30.000000000000345
21,26,1,149,156.0,pos+cell,0.028656575242508475,59.99999999999966
21,26,1,149,160.0,pos+cell,0.02624962850127204,105.00000000000011
21,26,1,149,161.0,pos+cell,0.025381895350739148,105.00000000000011
21,26,1,149,162.0,pos+cell,0.035809934456664305,90.0
21,26,1,149,164.0,pos+cell,0.030918706211954118,135.0
21,26,1,149,166.0,pos+cell,0.030379809413705806,120.00000000000034
21,26,1,149,168.0,pos+cell,0.026753706328833782,149.99999999999977
21,26,1,149,169.0,pos+cell,0.026273934082452443,149.99999999999977
21,26,1,149,170.0,pos+cell,0.02593538382190145,149.99999999999977
21,26,1,149,172.0,pos+cell,0.037227184168003136,164.99999999999991
21,26,1,149,173.0,pos+cell,0.02805246895528394,149.99999999999977
21,26,1,149,175.0,pos+cell,0.02454194666377011,195.00000000000026
21,26,1,149,178.0,pos+cell,0.035963175795969124,195.00000000000026
21,26,1,149,189.0,pos+cell,0.024643601007157255,254.9999999999999
