mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,21,0,171,,pos,-0.0006809462388385201,
25,21,0,171,113.0,pos+cell,0.0009507038751218943,300.0000000000003
25,21,0,171,124.0,pos+cell,0.0063988174876023155,239.99999999999977
25,21,0,171,129.0,pos+cell,0.02505374048445399,225.00000000000009
25,21,0,171,130.0,pos+cell,0.006077598897493641,225.00000000000009
25,21,0,171,135.0,pos+cell,0.003978860473619639,180.00000000000017
25,21,0,171,143.0,pos+cell,0.01023934732441023,149.99999999999946
25,21,0,171,146.0,pos+cell,0.053241751951363395,120.00000000000055
25,21,0,171,151.0,pos+cell,0.00765965553918192,74.99999999999973
25,21,0,171,155.0,pos+cell,0.003342168407340651,90.0000000000003
25,21,0,171,163.0,pos+cell,0.0005991344608200055,45.00000000000064
25,21,0,171,166.0,pos+cell,0.03475903787658412,14.999999999999945
25,21,0,171,168.0,pos+cell,0.024152124674098985,14.999999999999945
25,21,0,171,203.0,pos+cell,0.02973521339436429,195.00000000000045
25,21,0,171,207.0,pos+cell,0.002119112470281392,210.00000000000014
25,21,0,171,224.0,pos+cell,0.07816917328766042,375.00000000000017
25,21,0,171,228.0,pos+cell,0.07260714213493483,390.0000000000003
25,21,0,171,237.0,pos+cell,0.03235106091764293,465.00000000000006
